IssueID,RuleName,Severity,TableName,RowKey,Details,DetectedOn,Status
4213,Overload,High,campus_sections_assignments,EDU-F197,Assigned 19.00 > Maxload 12,2025-09-28 20:10:54.3482046,Open
4214,Overload,High,campus_sections_assignments,EDU-F209,Assigned 17.00 > Maxload 12,2025-09-28 20:10:54.3482046,Open
4215,Overload,High,campus_sections_assignments,EDU-F235,Assigned 14.00 > Maxload 12,2025-09-28 20:10:54.3482046,Open
4216,Overload,High,campus_sections_assignments,EDU-F238,Assigned 15.00 > Maxload 12,2025-09-28 20:10:54.3482046,Open
4217,Overload,High,campus_sections_assignments,EDU-F255,Assigned 24.00 > Maxload 12,2025-09-28 20:10:54.3482046,Open
4218,Overload,High,campus_sections_assignments,EDU-F010,Assigned 25.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4219,Overload,High,campus_sections_assignments,EDU-F012,Assigned 23.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4220,Overload,High,campus_sections_assignments,EDU-F035,Assigned 18.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4221,Overload,High,campus_sections_assignments,EDU-F058,Assigned 23.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4222,Overload,High,campus_sections_assignments,EDU-F066,Assigned 20.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4223,Overload,High,campus_sections_assignments,EDU-F071,Assigned 23.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4224,Overload,High,campus_sections_assignments,EDU-F088,Assigned 23.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4225,Overload,High,campus_sections_assignments,EDU-F107,Assigned 16.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4226,Overload,High,campus_sections_assignments,EDU-F128,Assigned 30.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4227,Overload,High,campus_sections_assignments,EDU-F139,Assigned 20.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4228,Overload,High,campus_sections_assignments,EDU-F162,Assigned 38.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4229,Overload,High,campus_sections_assignments,EDU-F175,Assigned 17.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4230,Overload,High,campus_sections_assignments,EDU-F189,Assigned 21.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4231,Overload,High,campus_sections_assignments,EDU-F192,Assigned 22.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4232,Overload,High,campus_sections_assignments,EDU-F214,Assigned 22.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4233,Overload,High,campus_sections_assignments,EDU-F230,Assigned 26.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4234,Overload,High,campus_sections_assignments,EDU-F231,Assigned 16.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4235,Overload,High,campus_sections_assignments,EDU-F253,Assigned 19.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4236,Overload,High,campus_sections_assignments,EDU-F256,Assigned 19.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4237,Overload,High,campus_sections_assignments,EDU-F259,Assigned 52.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4238,Overload,High,campus_sections_assignments,EDU-F260,Assigned 25.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4239,Overload,High,campus_sections_assignments,EDU-F262,Assigned 24.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4240,Overload,High,campus_sections_assignments,EDU-F267,Assigned 19.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4241,Overload,High,campus_sections_assignments,EDU-F272,Assigned 17.00 > Maxload 15,2025-09-28 20:10:54.3482046,Open
4242,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4243,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4244,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4245,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4246,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4247,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4248,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4249,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4250,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4251,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4252,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4253,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4254,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4255,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4256,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4257,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4258,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4259,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4260,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4261,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4262,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4263,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4264,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4265,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4266,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4267,Unassigned,High,campus_sections_assignments,nan,Invalid FacultyID: nan (not found in campus_faculty),2025-09-28 20:10:54.3482046,Open
4268,DepartmentMismatch,Medium,campus_sections_assignments,SEC00001,FacultyDept=COMPUTER SCIENCE; CourseDept=PHYSICS; FacultyID=EDU-F082; CourseCode=PHYS149,2025-09-28 20:10:54.3610789,Open
4269,DepartmentMismatch,Medium,campus_sections_assignments,SEC00001,FacultyDept=COMPUTER SCIENCE; CourseDept=PHYSICS; FacultyID=EDU-F082; CourseCode=PHYS149,2025-09-28 20:10:54.3610789,Open
4270,DepartmentMismatch,Medium,campus_sections_assignments,SEC00004,FacultyDept=PSYCHOLOGY; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F044; CourseCode=CS177,2025-09-28 20:10:54.3610789,Open
4271,DepartmentMismatch,Medium,campus_sections_assignments,SEC00005,FacultyDept=ECONOMICS; CourseDept=PSYCHOLOGY; FacultyID=EDU-F134; CourseCode=PSYC174,2025-09-28 20:10:54.3610789,Open
4272,DepartmentMismatch,Medium,campus_sections_assignments,SEC00014,FacultyDept=BUSINESS & MANAGEMENT; CourseDept=BIOLOGY; FacultyID=EDU-F127; CourseCode=BIO263,2025-09-28 20:10:54.3610789,Open
4273,DepartmentMismatch,Medium,campus_sections_assignments,SEC00021,FacultyDept=BIOLOGY; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F010; CourseCode=BUS446,2025-09-28 20:10:54.3610789,Open
4274,DepartmentMismatch,Medium,campus_sections_assignments,SEC00022,FacultyDept=CHEMISTRY; CourseDept=PHYSICS; FacultyID=EDU-F160; CourseCode=PHYS180,2025-09-28 20:10:54.3610789,Open
4275,DepartmentMismatch,Medium,campus_sections_assignments,SEC00023,FacultyDept=ECONOMICS; CourseDept=CHEMISTRY; FacultyID=EDU-F027; CourseCode=CHEM288,2025-09-28 20:10:54.3610789,Open
4276,DepartmentMismatch,Medium,campus_sections_assignments,SEC00025,FacultyDept=PSYCHOLOGY; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F031; CourseCode=BUS159,2025-09-28 20:10:54.3610789,Open
4277,DepartmentMismatch,Medium,campus_sections_assignments,SEC00027,FacultyDept=BIOLOGY; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F118; CourseCode=CS117,2025-09-28 20:10:54.3610789,Open
4278,DepartmentMismatch,Medium,campus_sections_assignments,SEC00029,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=BIOLOGY; FacultyID=EDU-F214; CourseCode=BIO263,2025-09-28 20:10:54.3610789,Open
4279,DepartmentMismatch,Medium,campus_sections_assignments,SEC00031,FacultyDept=CHEMISTRY; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F011; CourseCode=CS117,2025-09-28 20:10:54.3610789,Open
4280,DepartmentMismatch,Medium,campus_sections_assignments,SEC00032,FacultyDept=ECONOMICS; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F114; CourseCode=BUS446,2025-09-28 20:10:54.3610789,Open
4281,DepartmentMismatch,Medium,campus_sections_assignments,SEC00033,FacultyDept=ECONOMICS; CourseDept=BIOLOGY; FacultyID=EDU-F236; CourseCode=BIO161,2025-09-28 20:10:54.3610789,Open
4282,DepartmentMismatch,Medium,campus_sections_assignments,SEC00036,FacultyDept=PHYSICS; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F129; CourseCode=BUS159,2025-09-28 20:10:54.3610789,Open
4283,DepartmentMismatch,Medium,campus_sections_assignments,SEC00037,FacultyDept=PSYCHOLOGY; CourseDept=BIOLOGY; FacultyID=EDU-F065; CourseCode=BIO222,2025-09-28 20:10:54.3610789,Open
4284,DepartmentMismatch,Medium,campus_sections_assignments,SEC00038,FacultyDept=BIOLOGY; CourseDept=PHYSICS; FacultyID=EDU-F131; CourseCode=PHYS149,2025-09-28 20:10:54.3610789,Open
4285,DepartmentMismatch,Medium,campus_sections_assignments,SEC00038,FacultyDept=BIOLOGY; CourseDept=PHYSICS; FacultyID=EDU-F131; CourseCode=PHYS149,2025-09-28 20:10:54.3610789,Open
4286,DepartmentMismatch,Medium,campus_sections_assignments,SEC00039,FacultyDept=ECONOMICS; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F147; CourseCode=ENGT398,2025-09-28 20:10:54.3610789,Open
4287,DepartmentMismatch,Medium,campus_sections_assignments,SEC00040,FacultyDept=CHEMISTRY; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F095; CourseCode=ENGT196,2025-09-28 20:10:54.3610789,Open
4288,DepartmentMismatch,Medium,campus_sections_assignments,SEC00041,FacultyDept=PSYCHOLOGY; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F262; CourseCode=BUS159,2025-09-28 20:10:54.3610789,Open
4289,DepartmentMismatch,Medium,campus_sections_assignments,SEC00042,FacultyDept=BIOLOGY; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F270; CourseCode=BUS226,2025-09-28 20:10:54.3610789,Open
4290,DepartmentMismatch,Medium,campus_sections_assignments,SEC00046,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=ECONOMICS; FacultyID=EDU-F276; CourseCode=ECON100,2025-09-28 20:10:54.3610789,Open
4291,DepartmentMismatch,Medium,campus_sections_assignments,SEC00048,FacultyDept=ECONOMICS; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F027; CourseCode=ENGT407,2025-09-28 20:10:54.3610789,Open
4292,DepartmentMismatch,Medium,campus_sections_assignments,SEC00051,FacultyDept=CHEMISTRY; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F181; CourseCode=ENGT407,2025-09-28 20:10:54.3610789,Open
4293,DepartmentMismatch,Medium,campus_sections_assignments,SEC00054,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F217; CourseCode=CS276,2025-09-28 20:10:54.3610789,Open
4294,DepartmentMismatch,Medium,campus_sections_assignments,SEC00057,FacultyDept=COMPUTER SCIENCE; CourseDept=BIOLOGY; FacultyID=EDU-F275; CourseCode=BIO161,2025-09-28 20:10:54.3610789,Open
4295,DepartmentMismatch,Medium,campus_sections_assignments,SEC00063,FacultyDept=COMPUTER SCIENCE; CourseDept=PHYSICS; FacultyID=EDU-F189; CourseCode=PHYS149,2025-09-28 20:10:54.3610789,Open
4296,DepartmentMismatch,Medium,campus_sections_assignments,SEC00063,FacultyDept=COMPUTER SCIENCE; CourseDept=PHYSICS; FacultyID=EDU-F189; CourseCode=PHYS149,2025-09-28 20:10:54.3610789,Open
4297,DepartmentMismatch,Medium,campus_sections_assignments,SEC00064,FacultyDept=PSYCHOLOGY; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F021; CourseCode=ENGT196,2025-09-28 20:10:54.3610789,Open
4298,DepartmentMismatch,Medium,campus_sections_assignments,SEC00070,FacultyDept=PSYCHOLOGY; CourseDept=CHEMISTRY; FacultyID=EDU-F179; CourseCode=CHEM423,2025-09-28 20:10:54.3610789,Open
4299,DepartmentMismatch,Medium,campus_sections_assignments,SEC00078,FacultyDept=COMPUTER SCIENCE; CourseDept=PSYCHOLOGY; FacultyID=EDU-F162; CourseCode=PSYC308,2025-09-28 20:10:54.3610789,Open
4300,DepartmentMismatch,Medium,campus_sections_assignments,SEC00080,FacultyDept=CHEMISTRY; CourseDept=BIOLOGY; FacultyID=EDU-F271; CourseCode=BIO285,2025-09-28 20:10:54.3610789,Open
4301,DepartmentMismatch,Medium,campus_sections_assignments,SEC00081,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F265; CourseCode=BUS240,2025-09-28 20:10:54.3610789,Open
4302,DepartmentMismatch,Medium,campus_sections_assignments,SEC00083,FacultyDept=COMPUTER SCIENCE; CourseDept=PHYSICS; FacultyID=EDU-F150; CourseCode=PHYS149,2025-09-28 20:10:54.3610789,Open
4303,DepartmentMismatch,Medium,campus_sections_assignments,SEC00083,FacultyDept=COMPUTER SCIENCE; CourseDept=PHYSICS; FacultyID=EDU-F150; CourseCode=PHYS149,2025-09-28 20:10:54.3610789,Open
4304,DepartmentMismatch,Medium,campus_sections_assignments,SEC00093,FacultyDept=BIOLOGY; CourseDept=PHYSICS; FacultyID=EDU-F030; CourseCode=PHYS335,2025-09-28 20:10:54.3610789,Open
4305,DepartmentMismatch,Medium,campus_sections_assignments,SEC00095,FacultyDept=COMPUTER SCIENCE; CourseDept=PHYSICS; FacultyID=EDU-F108; CourseCode=PHYS180,2025-09-28 20:10:54.3610789,Open
